area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,gillnet,,107.3575754506
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Direct human consumption,462.7094904764,6728416.022244371
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.2315863316,1.5086052560896144
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Other,0.2315863316,1.5086052560896144
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Direct human consumption,6328.6717537679,92027367.7199359
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Fishmeal and fish oil,3.1675033803,20.633826771026186
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Other,3.1675033803,20.633826771026186
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,238.8413525279,3473073.313167457
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,2629.2206502552,38232391.41038253
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Direct human consumption,48.3314127696,694344.0585855941
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.0241898963,0.15224311709992602
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Other,0.0241898963,0.15224311709992602
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Direct human consumption,750.8219091320,10786540.301382415
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Fishmeal and fish oil,0.3757867413,2.3650760712947037
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Other,0.3757867413,2.3650760712947037
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,554.0133976528,7959128.214832707
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Direct human consumption,1000.1019699636,14367774.932107335
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Fishmeal and fish oil,0.5005515365,3.150303965889768
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Other,0.5005515365,3.150303965889768
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,2.8075987720,40334.83431407191
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Fishmeal and fish oil,0.0014052046,0.008843887735126916
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Other,0.0014052046,0.008843887735126916
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,598.9178474162,8604239.460513555
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,0.2997586824,1.8865808953721899
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Other,0.2997586824,1.8865808953721899
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Direct human consumption,2.7856644066,40019.718420993304
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Fishmeal and fish oil,0.0013942264,0.008774794862196249
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Other,0.0013942264,0.008774794862196249
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,0.2851467503,4096.506610022939
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Fishmeal and fish oil,0.0001427161,0.0008982073480988249
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Other,0.0001427161,0.0008982073480988249
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Direct human consumption,489.4653640393,7031811.154050904
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Fishmeal and fish oil,0.2449776597,1.5418074594481026
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Other,0.2449776597,1.5418074594481026
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,0.0219343654,315.1158930786877
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale hand lines,Fishmeal and fish oil,0.0000109782,6.909287293067869e-05
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale hand lines,Other,0.0000109782,6.909287293067869e-05
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,784.8104602575,11274830.363302039
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,longline,,146.6800290627
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,purse seine,,11.7703422662
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,gillnet,,15.7686646155
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Direct human consumption,8660.2855746056,102832490.72143413
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Fishmeal and fish oil,4.3344772646,28.235756140715957
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Other,4.3344772646,28.235756140715957
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Direct human consumption,694.9448125786,8251795.552902924
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.3478202265,2.2657788926457134
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Other,0.3478202265,2.2657788926457134
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Direct human consumption,931.0138506905,11054886.39351434
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Fishmeal and fish oil,0.4659728982,3.035451871103296
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Other,0.4659728982,3.035451871103296
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,344.2387626522,4087501.3948945324
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,3247.6468407926,38562656.01697644
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Direct human consumption,74.5832264946,874943.2883305405
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.0373289422,0.23493587781182163
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Other,0.0373289422,0.23493587781182163
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Direct human consumption,1311.2126781978,15381967.049206447
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Fishmeal and fish oil,0.6562626017,4.130297333982858
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Other,0.6562626017,4.130297333982858
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,115.4263665616,1354078.248770692
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Discards,Unreported,small scale lines,,448.1230019257
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Direct human consumption,1587.7894292995,18626516.574055836
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Fishmeal and fish oil,0.7946894041,5.0015093323958
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Other,0.7946894041,5.0015093323958
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,10.3296812868,121178.52414321934
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Fishmeal and fish oil,0.0051700107,0.032538317992986364
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Other,0.0051700107,0.032538317992986364
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,541.5534062306,6353017.163831628
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,0.2710477509,1.7058838944707573
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Other,0.2710477509,1.7058838944707573
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Direct human consumption,3.1783634729,37285.69973637515
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Fishmeal and fish oil,0.0015907725,0.010011790151688103
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Other,0.0015907725,0.010011790151688103
"Gulf of Alaska",lme,1979,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,0.7349965531,8622.318064036757
